=== Sheet: Live Sheet for Business Activit ===
Reference Number | Activity ID | Segment | Activity Master: Activity Master Name | Segment (Arabic) | Type | External Approval Required? | Approving Authority | Type of Approval | Description | Description (Arabic) | Status
6.1.3 | 910008 | Energy Industry Goods and Services | Oil and gas Production Facilities Operation and Maintenance Services | صناعة الطاقة - سلع وخدمات | General | False |  |  | Providing operation and maintenance services for oil and gas production facilities | القيام بخدمات صيانة وتشغيل مرافق انتاج النفط والغاز | Active
6.1.4 | 910008 | Energy Industry Goods and Services | Facilities Projects for natural gas and oil projects | صناعة الطاقة - سلع وخدمات | General | False |  |  | Providing goods and services for the development of facilities for natural gas and oil projects including processing, refining and petrochemical related goods and services | توفير السلع والخدمات لتطوير مرافق الغاز الطبيعي والمشاريع النفطية بما في ذلك السلع المعالجة والتكرير والبتروكيماويات والخدمات ذات الصلة | Active
6.1.5 | 910017 | Energy Industry Goods and Services | Oil and natural gas pipelines projects | صناعة الطاقة - سلع وخدمات | General | False |  |  | Providing supply of goods and services related to oil and natural gas pipeline projects | توفير إمدادات من السلع والخدمات المتعلقة بالنفط ومشاريع خطوط أنابيب الغاز الطبيعي | Active
11.4 | 6499001 | Community Services Development (Invest/Finance, Develop, Lease) | Retail: (Community Mall / Retail outlets) Develop / Lease / Operator / Mgmt | تطوير الخدمات الاجتماعية:(استثمار، تمويل، تطوير وايجار) | General | False |  |  | (Branches of existing companies or other licensed commercial entities or companies incorporated in Masdar City engaged in developing and/or leasing and/or operating and/or managing Retail buildings within Masdar City) | فروع الشركات القائمة أو غيرها من الكيانات التجارية المرخصة أو الشركات المدرجة في مدينة مصدر تعمل في تطوير و / أو التأجير و / أو تشغيل و / أو إدارة مراكز البيع بالتجزئة مثل: المراكز التجارية / المحلات التجارية في مدينة مصدر) | Active
11.5 | 9311002 | Community Services Development (Invest/Finance, Develop, Lease) | Sport Facilities: Develop / Lease / Operator / Management | تطوير الخدمات الاجتماعية: (استثمار، تمويل، تطوير وايجار | General | False |  |  | (Branches of existing companies or other licensed commercial entities or companies incorporated in Masdar City engaged in developing and/or leasing and/or operating and/or managing Sport Facilities within Masdar City) | فروع الشركات القائمة أو غيرها من الكيانات التجارية المرخصة أو الشركات المدرجة في مدينة مصدر تعمل في تطوير و / أو التأجير و / أو تشغيل و / أو إدارة المرافق الرياضية  في مدينة مصدر | Active
5.2.12 | 6420002 | Consultancy | Intellectual property management | الاستشارات | General | False |  |  |  |  | Active
13.1 | 4773918 | Trading Company | Renewable Energy & Clean Tech products | الشركة التجارية | General | False |  |  | Companies trading in products principally associated with renewable energy and clean tech industry | الشركات العاملة في تجارة  المنتجات المرتبطة أساسا بالطاقة المتجددة وصناعة التكنولوجيا النظيفة | Active
22.26 | 4773403 | Retails | Novelties Retail | محلات بيع تجزئة | Retail | False |  |  | Retailers reselling  paintings, historical photographs, statues, antiquity utensils, as well as other art works made of silver, copper, wood, ivory, crystal, glass or others | تجارة التجزئة بإعادة بيع اللوحات، والصور الفوتوغرافية التاريخية، والتماثيل، والأواني القديمة، بالإضافة إلى الأعمال الفنية الأخرى المصنوعة من الفضة، والنحاس، والخشب، والعاج، والكريستال، والزجاج أو غيرها | Active
5.1.25 | 8690030 | Service Provider | Medical Spa | مزود الخدمات | Special | True | Department of Health Abu Dhabi | Post | Branch of a licensed Medical Spa centre providing variety of treatments for relaxation, rejuvenation, preventive healthcare, detoxification, fitness and general well being | فرع لمركز سبا الطبية المرخصة اصلا في ابو ظبي لتوفير مجموعة متنوعة من العلاجات للاسترخاء، وتجديد شباب، والرعاية الصحية الوقائية ، وإزالة السموم، واللياقة البدنية والترفيه العام | Active
5.1.26 | 9312011 | Service Provider | Health Club / Fitness Centre | مزود الخدمات | Special | True | Department of Health Abu Dhabi | Post | Branch operation of an exercise, training or fitness centre | فرع لمركز رياضي صحي تمارس فيه تمارين اللياقة البدنية | Active
5.1.27 | 9609005 | Service Provider | Beauty Salon | مزود الخدمات | Special | False |  |  | Parlours which offer beauty treatment, hair cutting and hair care services, nail care services or skin care services | صالونات التجميل التي تقدم العلاج التجميلي ، قص الشعر وخدمات العناية بالشعر، و/ أو خدمات العناية بالبشرة والاظافر | Active
5.1.28 | 9609009 | Service Provider | Spa Club | مزود الخدمات | Special | False |  |  | Branch operation of Parlours licensed in Abu Dhabi or elsewhere in the United Arab Emirates offering spa and massage services along with skin care treatments or services | فرع لصالونات التجميل المرخصة في أبو ظبي أو في أماكن أخرى في الإمارات العربية المتحدة التي تقدم خدمات التدليك جنبا إلى جنب مع  خدمات أوعلاجات العناية بالبشرة | Active
7.1.4 | 5221002 | Industry Goods and Services | Mobility | صناعة السلع والخدمات | General | False |  |  | Providing mobility related goods and services including products, systems and solutions for postal automation, traffic management, airport logistics and railbound transportation | تزويد الحركية ذات الصلة بالسلع والخدمات بما فيها المواد والانظمة والحلول، الالية البريدية، إدارة حركة المرور، امدادات المطارات، نقل السكك الحديدية | Active
8.1.1 | 8690002 | Health Care Industry | Imaging & IT | صناعة الرعاية الصحية | General | False |  |  | Providing solutions for diagnostic, treatment, follow-up care | تزويد حلول التشخيص والعلاج والمتابعة للعناية الصحية | Active
8.1.2 | 8620027 | Health Care Industry | Diagnostics | صناعة الرعاية الصحية | General | True | Department of Health Abu Dhabi | Post | Providing solutions for diagnosing diseases (laboratory), managing patient conditions and monitoring medical therapies | تزويد حلول تشخيص الامراض (المختبرات)، إدارة الحالات المرضية ومراقبة العلاجات الطبية | Active
8.1.3 | 6499009 | Health Care Industry | Workflow & Solutions | صناعة الرعاية الصحية | General | False |  |  | Providing integrated Hospital solutions | تزويد الحلول المتكاملة للمستشفيات | Active
5.1.29 | 7820002.1 | Service Provider | Childcare Nursery | مزود الخدمات | Special | True | (ADEK) Abu Dhabi Department of Education and Knowledge | Post | Branch operation of a childcare centre or nursery licensed in Abu Dhabi or elsewhere in the United Arab Emirates | فرع مركز لرعاية الأطفال أو الحضانة المرخصة في أبو ظبي أو في أماكن أخرى في دولة الإمارات العربية المتحدة | Active
5.1.30 | 4789001 | Service Provider | Book Store | مزود الخدمات | Special | False |  |  | Retail provision of books, notebooks, office stationery | محلات توفر الكتب والدفاتر والقرطاسية المكتبية | Active
5.1.43 | 7110111 | Service Provider | Structural Quantity Surveying Services | مزود الخدمات | Special | False |  |  | Companies that undertake surveying structural quantities in terms of sizes and prices, upon the basis of designs and structural specifications set for the construction of projects | الشركات التي تقوم بعمليات المسح الهيكلي من حيث الأحجام والأسعار، على أساس التصاميم والمواصفات الهيكلية المحددة  لمشاريع البناء | Active
5.1.44 | 7310004 | Service Provider | Promotional Gifts Preparation | مزود الخدمات | Special | False |  |  | Companies that engrave and print names or drawings or stick photos and trademarks on promotional gifts such as pens, watches, stationery, etc | الشركات التي تقوم بنقش وطباعة أسماء أو رسوم أو صور العلامات التجارية او لصقها على الهدايا الترويجية مثل الأقلام والساعات والقرطاسية، الخ | Active
5.1.45 | 1410904 | Service Provider | Gent's Tailoring | مزود الخدمات | Special | False |  |  | Shops engaged in tailoring men's and boys' clothing | المحلات العاملة في مجال الخياطة الرجالية وملابس الأولاد | Active
5.1.46 | 1410907.4 | Service Provider | Ladies Tailoring | مزود الخدمات | Special | False |  |  | Shops engaged in tailoring women's and girls' clothing | المحلات العاملة في مجال الخياطة النسائية وملابس الفتيات | Active
5.1.47 | 4773201 | Service Provider | Jewellery Shop | مزود الخدمات | Special | False |  |  | Shops reselling gold and other precious metals jewellery and precious stones | محلات إعادة بيع الذهب والمجوهرات وغيرها من المعادن الثمينة والأحجار الكريمة | Active
5.1.48 | 4772009 | Service Provider | Perfumes and Cosmetics Shop | مزود الخدمات | Special | False |  |  | Shops reselling cosmetics, skin care, makeup, fragrance and perfume, hair, beauty products.) | محلات إعادة بيع مستحضرات التجميل والعناية بالبشرة والماكياج والعطور ، والشعر، ومنتجات التجميل.) | Active
5.1.49 | 4773510 | Service Provider | Electronics Store | مزود الخدمات | Special | False |  |  | Shops selling electronic goods | محلات بيع السلع الالكترونية | Active
5.1.50 | 4329103 | Service Provider | Light Fitting and Fixture Shop | مزود الخدمات | Special | False |  |  | Shops reselling lighting lamps, ornamental ceiling lamps and other lighting products | محلات اعادة بيع مصابيح الإضاءة، ومصابيح الزينة السقفية وغيرها من منتجات الإضاءة | Active
9.1.1 | 4659961 | Carbon management and the control and mitigation of emissions | Emissions Trading | إدارة الكربون والسيطرة والتخفيف من انبعاثاته | General | False |  |  | Trading in Greenhouse Gas Emissions | التبادل التجاري في انبعاثات الدفيئة | Active
9.1.3 | 7120034 | Carbon management and the control and mitigation of emissions | CDM (Clean Development Mechanism) Validation | إدارة الكربون والسيطرة والتخفيف من انبعاثاته | General | False |  |  | Offering validation services to clients for projects that are to be registered as projects under the United Nations Framework Convention on Climate Change-UNFCCC | تقديم الخدمات للعملاء التحقق من صلاحية المشاريع المزمع تسجيلها في المشاريع ضمن إطار اتفاقية الأمم المتحدة  بشأن تغير المناخ
UNFCCC | Active
13.21 | 4690.97 | Trading Company | General Trading | الشركة التجارية | General | False |  |  | involves the buying and selling of a wide range of products without specializing in any particular category. It can include retail, import, and export activities across different industries.


Retail sale of a variety of products without specializing in a | يتضمن البيع والشراء لمجموعة واسعة من المنتجات دون التخصص في فئة معينة. يمكن أن يشمل ذلك أنشطة البيع بالتجزئة والاستيراد والتصدير عبر مختلف الصناعات.

• البيع بالتجزئة لمجموعة متنوعة من المنتجات دون التخصص في نوع معين من السلع.
• تشغيل المتاجر الكبرى، السو | Active
13.22 | 4690.87 | Trading Company | General Trading Wholesalers | الشركة التجارية | General | False |  |  | This activity includes:
Wholesale trade of a wide range of goods, without specialization in a particular industry.
Bulk trading of products to retailers, businesses, and other organizations.
Import and export of mixed goods.
Acting as intermediaries for m | تشمل هذه الأنشطة:
• التجارة بالجملة لمجموعة واسعة من السلع دون التخصص في صناعة معينة.
• التداول بالجملة للمنتجات مع تجار التجزئة والشركات والمنظمات الأخرى.
• استيراد وتصدير السلع المتنوعة.
• العمل كوسطاء بين المصنعين والموزعين والموردين.

الاستثناءات:
• ا | Active
13.33 | 4663007 | Trading | Wholesale of Marble Trading | الشركة التجارية | General | False |  |  | It includes commercial establishments engaged in wholesale trade of various types of marble, such as granite and others. This activity encompasses establishments that sell these materials in their raw, initial form, as blocks or slabs, before undergoing a | تشمل المنشأت التجارية التي تقوم بالأتجار بالجملة في  بيع أنواع الرخام  كالجرانيت وغيرها,   ويشمل هذا النشاط المنشآت التي تقوم ببيع هذه المواد   في شكلها الأولي الخام على شكل كتل أو ألواح قبل إجراء  أية عمليات صناعية أو تحويلية عليها. | Active
13.34 | 4663008 | Trading | Wholesale of Natural Stone Trading | الشركة التجارية | General | False |  |  | It includes commercial establishments engaged in wholesale trade of various types of natural stones and others, such as limestone. This activity encompasses establishments that sell these materials in their raw, initial form, as blocks or slabs, before un | تشمل المنشأت التجارية التي تقوم بالأتجار بالجملة في  بيع أنواع الاحجار الطبيعية وغيرها, مثل الحجر الجيري ويشمل هذا النشاط المنشآت التي تقوم ببيع هذه المواد   في شكلها الأولي الخام على شكل كتل أو ألواح قبل إجراء  أية عمليات صناعية أو تحويلية عليها. | Active
22.120 | 4752034 | Retails | Retail Sale of Buildings Material | محلات بيع تجزئة | General | False |  |  | Activity includes specialized shops at retail sale for all kinds of materials, supplies, and tools that are used in building and construction purposes, as mentioned in detail later in this chapter. | تشمل المحلات أو المتاجر المتخصصة فى البيع بالتجزئة لجميع أنواع المواد والمستلزمات والأدوات التي تستخدم في أغراض البناء والتشييد مما هو مذكور بالتفصيل في البنود اللاحقة من هذا الفصل | Active
13.39 | 4663010 | Trading | Wholesale of Electricity Equipment and Fittings Trading | الشركة التجارية | General | False | N/A | None | commercial establishments engaged in wholesale trading of electrical tools and their associated fittings — such as junction boxes, distribution panels, wire poles, rails, and ducts or conduits through which cables are routed — are included in this activit | تشمل المنشأت التجارية التي تقوم بالأتجار بالجملة في بيع الأدوات الكهربائية والتمديدات الخاصة بها  من صناديق تجميع ولوحات توزيع وأعمدة   حمل الأسلاك, والسكك والأقنية أو المجاري التي   تمرر الكابلات عليها ولايشمل هذا النشاط اي أنشطة أخري لبيع أي من الكهربائ | Active
13.35 | 4630131 | Trading | Wholesale of Animal and Poultry Food Trading | الشركة التجارية | General | False |  |  | This includes commercial establishments specialized in wholesale trade of food for animals or birds, including those raised indoors, such as canned, preserved, and dried foods like grains, seeds, fruits, and various types of meats. It also includes health | تشمل المنشأت التجارية المتخصصة فى تجارة الأغذية المخصصة للحيوانات أو الطيور  بالجملة و التي تربى داخل المنازل بما فيها الأغذية المعلبة   والمحفوظة والمجففة كالحبوب والبذور والفاكهة واللحوم   بأنواعها, كما يشمل ذلك الأغذية الصحية التي تقدم لها   كالفيتامين | Active
22.123 | 4771911 | Retails | Selling parachutes and accessories | محلات بيع تجزئة | General | False |  |  | Includes retail stores for all kinds of parachute supplies, such as ropes, sticks, headdresses, parachute suits, belts, etc. | يشمل المحلات المتخصصة فى البيع بالتجزئة لجميع انواع مستلزمات مظلات الهبوط من حبال وعصى وأغطية راس وبدلات المظلات والأحزمة وخلافة | Active
5.1.126 | 8130003 | Service Provider | Sports Grounds and Racetracks Greenery Service | مزود الخدمات | General | False |  |  | Includes implementation of all services (except for construction work) to equip stadiums and related fields, a jogging track, gyms, open and closed, this work includes the installation of the floors and walls, fence terraces, and provide mobile stadiums s | يشمل تنفيذ جميع الأعمال والخدمات  (بإستثناء الأعمال الإنشائية) لتجهيز الملاعب  والميادين والمضامير والصالات الرياضية المغلقة  والمفتوحة, وتشمل هذه الأعمال تركيب الأرضيات   والحوائط وتسييج الملاعب والمدرجات المتنقلة,   وتزويد هذه الملاعب والصالات بالأجهزة  | Active
22.121 | 4752009 | Retails | Retail Sale of Marble | محلات بيع تجزئة | General | False |  |  | Include the re-sale in specialized shops, retail outlets and other types of marble, this activity includes facilities that sell these materials in the initial form of crude blocks or panels before any industrial or manufacturing operations by retail custo | هي إعادة البيع في المتاجر المتخصصة بالتجزئة لأنواع الرخام وغيرها, ويشمل هذا النشاط المنشآت التي تقوم ببيع هذه المواد في شكلها الأولي الخام على شكل كتل أو ألواح قبل إجراء  أية عمليات صناعية أو تحويلية عليها للعملاء مباشرة بالتجزئة. | Active
22.122 | 4752010 | Retails | Retail Sale of Natural Stone | محلات بيع تجزئة | General | False |  |  | Include the re-sale in specialized shops, retail outlets and all types of natural stones and other, this activity includes facilities that sell these materials in the initial form of crude blocks or panels before any industrial or manufacturing operations | هي إعادة البيع في المتاجر المتخصصة بالتجزئة  لجميع أنواع الاحجار الطبيعية وغيرها, ويشمل هذا النشاط المنشآت التي تقوم ببيع هذه المواد في شكلها الأولي الخام على شكل كتل أو ألواح قبل إجراء  أية عمليات صناعية أو تحويلية عليها الي العملاء مباشرة بالتجزئة . | Active
13.36 | 4659910 | Trading | Wholesale of Safety and Fire Fighting Equipment and Devices Trading | الشركة التجارية | General | False |  |  | This includes specialized commercial establishments engaged in wholesale trading of all equipment and devices used for occupational safety and prevention of workplace accidents and natural hazards, such as lightning arresters and firefighting equipment, e | تشمل المنشأت التجارية المتخصصة في الأتجار بالجملة في بيع  جميع المعدات والأجهزة التي تستخدم   من أجل السلامة المهنية والوقاية من حوادث العمل  والأخطار الطبيعية كمانعات الصواعق ومعدات مكافحة  الحرائق وإطفائها بإستثناء سيارات إطفاء الحريق . | Active
13.37 | 4669215 | Trading | Wholesale of Fire Fighting and Resisting Material Trading | الشركة التجارية | General | False |  |  | This includes commercial establishments engaged in wholesale trading of materials used in firefighting and extinguishing, such as gases, foams, treated water, and others. It also encompasses the resale of chemicals used in the manufacturing of these gases | تشمل المنشأت التجارية التي تقوم بالاتجار بالجملة في بيع المواد المستخدمة في مكافحة الحرائق  وإطفائها كالغازات والرغاوي والمياه المعالجة وغيرها  كما يشمل إعادة بيع المواد الكيماوية المستخدمة في   صناعة تلك الغازات أو الرغاوي وتحضيرها. | Active
5.1.128 | 7730013 | Service Provider | Commercial Equipment and Professional Machines Renting | مزود الخدمات | General | False |  |  | Includes establishments specialized in renting professional and commercial equipment; such as the manufacturing equipment and other commercial equipment; e.g. lighting and laser equipment used in fireworks for celebrations, as well as other equipment used | يشمل المنشآت التي تقوم بتاجير معدات المهنية والتجارية كالمعدات الصناعات التحويلية ومعدات التجارية الاخري مثل معدات الاضاءة  ومعدات الليزر التي تستخدم في الالعاب الضوئية والتي  تستخدم في الاحتفالات  وغيرها من المعدات الاخرى للاغراض التجارية او للافراد والم | Active
26.13 | 4220403 | Contracting / Construction | Afforestation Contracting | المقاولات / البناء | General | False |  |  | This includes specialized enterprises in the construction of afforestation and reforestation, pledges and gardens wind equipment and ornamental trees, and those facilities work in the services of the rehabilitation of land and farms. | يشمل ذلك المنشأت المتخصصة في مقاولات التشجير ويشمل ذلك تعهدات تشجيرالغابات والحدائق ومعدات الرياح وأعمال الزينة للأشجار  ولايحق لتلك المنشأت  العمل في خدمات إستصلاح الأراضي والمزارع. | Active
26.14 | 4220402 | Contracting / Construction | Irrigation Network Contracting | المقاولات / البناء | General | False |  |  | Facilities include specialized in the construction of irrigation networks including all irrigation networks and traditional irrigation canals, irrigation, sprinkling machines spray. | يشمل المنشآت المتخصصة في مقاولات شبكات الري وتشمل ذلك كافة منشآت الري ووسائل الري التقليدية والقنوات والهدارات والري بالرش والتنقيط.. | Active
5.1.129 | 9319004 | Service Provider | Sports Brokerage Service | مزود الخدمات | General | False |  |  | It includes establishments approved by the official and international bodies to act as agents for players in various sports. This includes working on promoting and marketing players, providing the best deals, negotiating and signing contracts with clubs a | يشمل المنشآت المعتمدة من الجهات الرسمية والدولية للعمل كوكيل للاعبين في مختلف ضروب الرياضة، ويشمل ذلك العمل على ترويج وتسويق اللاعبين وتوفير أفضل العروض والصفقات و التفاوض وتوقيع العقود مع الأندية والرعاة نيابة عنهم، كما يشمل رعاية مصالح وتمثيل اللاعبين أ | Active
5.1.127 | 8130002 | Service Provider | Landscape And Gardening Services | مزود الخدمات | General | False |  |  | The facilities include its activity mainly on beauty salon gardens and parks with flowers and plants, such as testing the types of trees and plants, the installation of irrigation systems and lighting, this activity does not include the installation of th | يشمل المنشآت التي يقوم نشاطها أساسا على تجميل   الحدائق والمنتزهات بالزهور والنباتات   مثل إختبار أنواع الأشجار والنباتات, تركيب شبكات الري والإضاءة,  ولايشمل هذا النشاط تركيب النوافير والأحواض والمماشي, كما يشمل أعمال الصيانة والمتابعة ولايشمل ذلك تشغيل  | Active
26.12 | 4220404 | Contracting / Construction | Green Houses Contracting | المقاولات / البناء | General | False |  |  | This includes specialized enterprises in the construction of afforestation and reforestation, pledges and gardens wind equipment and ornamental trees, and those facilities work in the services of the rehabilitation of land and farms. | يشمل ذلك المنشأت المتخصصة في مقاولات التشجير ويشمل ذلك تعهدات تشجيرالغابات والحدائق ومعدات الرياح وأعمال الزينة للأشجار  ولايحق لتلك المنشأت  العمل في خدمات إستصلاح الأراضي والمزارع. | Active
2.3.22 | 6312.00 | IT Services | Web Portals | خدمات الحاسوب | General | False |  |  | Includes firms operating websites that act as portals to the internet, via PCs and digital devices, to link buyers and sellers deals, it also involves listing sellers’ products as well as hotel rates to make consumers shop online and travelers to make hot | يشمل الشركات التي تدير مواقع الويب التي تعمل كبوابات للإنترنت، عبر أجهزة الكمبيوتر والأجهزة الرقمية، لربط صفقات المشترين والبائعين، كما يتضمن أيضًا إدراج منتجات البائعين بالإضافة إلى أسعار الفنادق لتشجيع المستهلكين على التسوق عبر الإنترنت وتشجيع المسافرين | Active
13.38 | 4659920 | Trading | Wholesale of Environment Protection Equipment Trading | الشركة التجارية | General | False | N/A | None | Commercial establishments include those engaged in wholesale trade of selling machinery, equipment, and supplies, as well as devices dedicated to environmental protection from pollutants or factors adversely affecting it. This includes equipment for sewag | تشمل المنشأت التجارية التي تقوم بالاتجار بالجملة في بيع الآلات والمعدات والتجهيزات   والأجهزة الخاصة بحماية البيئة من الملوثات   أو العوامل المؤثرة عليها سلبا, ويشمل ذلك   معدات معالجة مياه الصرف الصحي وإعادة تدوير   النفايات وغيرها. | Active
1.8.19 | 5110001.1 | Transportation | Scheduled Passenger Air Transportation-International | النقل والمواصلات | General | True | General Civil Aviation Authority  (GCAA) | Pre | This includes airlines operating in the passenger transportation sector, moving people from one place to another using civilian aircraft flying on scheduled domestic flights, regular international flights, or non-scheduled international flights (including | يشمل شركات الطيران التي تعمل في مجال نقل الركاب  من مكان لاخر جوا بواساطة الطائرات المدنية التى تسيرعلى خطوط للرحلات الداخلية أو على خطوط دولية منتظمه  أو على خطوط دولية غير منتظمه ( ويشمل ذلك النقل الجوي محدد المواعيد). | Active
1.8.20 | 5229101 | Transportation | Freight Broker | النقل والمواصلات | General | False | N/A | None | Includes firms that serve as a liaison between individuals or companies that need air, sea and land transport services and the respective freight forwarders. | يشمل المنشآت التي تعمل كحلقة وصل بين الجهات التي ترغب في خدمات الشحن الجوي،البحري و البري و بين الشركات التي تقدم تلك الخدمات. | Active
13.40 | 4649003 | Trading | Wholesale of Chandeliers and Lighting Items Trading | الشركة التجارية | General | False | N/A | None | Commercial establishments include those engaged in wholesale trade of chandeliers, lanterns, and hanging decorations, such as chandeliers made of crystal and the like. | تشمل المنشآت التجارية التى تقوم بالأتجاربالجملة فى الثريات والنجف والمعلقات مثل الثريات المصنوعة من البلور وخلافة. | Active
13.41 | 4659941 | Trading | Wholesale Of Spare Parts Trading Of Machines And Motors | الشركة التجارية | General | False | N/A | None | This includes all commercial establishments engaged in wholesale trade of spare parts, components, and elements used in the assembly of machines, engines, pumps, gearboxes, and transmission and driving systems, such as pipes and flexible hoses made of met | تشمل جميع المنشأت التجارية التي تقوم بالأتجار بالجملة في  قطع الغيار والمكونات والعناصر التي   تدخل في تركيب المكائن والمحركات والمضخات وصناديق   نقل الحركة والقيادة والتدوير مثل الأنابيب والخراطيم  المرنة المصنوعة من المعادن أو البلاستيك أو الأنسجة   الخ | Active
13.42 | 4669227 | Trading | Wholesale of Petrochemical Material Trading | الشركة التجارية | General | True | Department of Energy (DoE),Environment Agency – Abu Dhab (EAD) | Post | Include specialized businesses or commercial outlets for our wholesale traffic factories sell petrochemicals derived from conversion of light oil refining products such as alaolivnat to albiotilin and walbroblin ethylene and aromatics toluene and methanol | تشمل المنشأت التجارية المتخصصة  أو منافذ البيع التجارية للمصانع التي نقوم بالأتجار بالجملة في بيع البتروكيماويات المشتقة من   تحويل مشتقات تكرير النفط الخفيفة مثل   الأوليفنات الى البيوتيلين والايثيلين   والبروبلين والعطريات الى البنزين والتولوين  والزيلي | Active
5.2.98 | 7020018 | Consultancy | Professional Safety and Health Consultancy | الاستشارات | General | True | Ministry of Industry and Advanced Technology | Post | This includes the institutions that provide services and consultations related to occupational safety and health such as the inspection of the equipment and machines used in the construction and contracting works or in the industrial establishments and th | تشمل المنشآت التي تقوم بالخدمات والاستشارات   المتعلقة بالسلامة والصحة المهنية كفحص المعدات  والمكائن المستخدمة في أعمال البناء والمقاولات   أو في المنشآت الصناعية وإصدار شهادات بتوفر شروط   السلامة والصحة المهنية بها, كما يشمل ذلك تقديم   إستشارات حول جد | Active
5.1.134 | 7490007 | Service Provider | Services Broker | مزود الخدمات | General | False | N/A | None | Includes a facility specialized in brokering between service installations and persons who are not available to Dbam time to contact those facilities to provide services in the field of hygiene and guard, processing concerts, find a new residence, visas,  | يشمل المنشأة المتخصصة في  القيام بأعمال الوساطة بين المنشآت الخدمية   والأشخاص الذين لا يتوفر لدبهم  الوقت للاتصال بتلك  المنشآت لتقديم خدمات في مجال النظافة والحراسة,   تجهيز الحفلات, إيجاد مسكن جديد, التأشيرات والإقامة وغيرها.  لا يجوز لهذه المنشأة ممار | Active
10.10 | 6810001 | Property Management Services | Land and Real Estate Purchase and Sale | خدمات إدارة الممتلكات | General | False |  |  | Includes firms engaged in buying and selling real estate, such as residential and non-residential buildings and land, such firms are not allowed to practice the activity no. 6599-08 " Real Estate Development | يشمل المنشآت العقارية المتخصصة و التي تعمل في شراء وبيع الأراضي و  العقارات مثل   الأبنية السكنية وغير السكنية والأراضي التجارية وذلك بغرض بيعها. لايحق لهذه المنشآت مزاولة نشاط التطوير العقاري. | Active
10.9 | 6820011 | Property Management Services | Self-Owned Property Management Services | خدمات إدارة الممتلكات | General | False |  |  | Includes specialized real estate offices that are set up by building owners for themselves and the aim of which is to lease and manage private real estate owned by these individuals. The activity includes real estate services for the lands owned by them. | يشمل المكاتب العقارية المتخصصة التي يقوم بأنشائها اصحاب البنايات لانفسهم والهدف منها خدمات تأجير وإدارة العقارات الخاصة التي يملكها هولاء الافراد ويشمل النشاط الخدمات العقارية للأراضي المملوكة لهم  . | Active
36.1 | 7320002 | Professional | Marketing Management | مهني | General | False |  |  | Includes firms provide assistance to businesses on marketing products and services to attract and retain customers, involving advice on planning, pricing, sale outlets, such firms are not allowed to sell the products and services they are promoting. | تشمل الشركات التي تقدم المساعدة للأعمال التجارية في تسويق المنتجات والخدمات بهدف جذب العملاء والاحتفاظ بهم، ويتضمن ذلك تقديم المشورة بشأن التخطيط، التسعير، ونقاط البيع. ولا يُسمح لهذه الشركات ببيع المنتجات أو الخدمات التي تقوم بالترويج لها. | Active
13.27 | 4659308 | Trading Company | Wholesale Of Marine Equipment And Machinery Trading | شركة تجارية | General | False |  |  | Businesses which includes the wholesale trade in local markets, both of gross domestic or import from abroad for all types of equipment and machinery of all types and sizes of marine activity includes the sale of locomotives and sandals navy and all types | الأعمال التجارية التي تشمل التجارة بالجملة في الأسواق المحلية، سواء كانت السلع من الإنتاج المحلي أو الاستيراد من الخارج، لجميع أنواع المعدات والآليات من جميع الأنواع والأحجام للنشاط البحري يشمل بيع القوارب والصنادل البحرية وجميع أنواع المعدات البحرية المس | Active
26.11 | 4100014 | Contracting / Construction | Real Estate Development Construction | المقاولات / البناء | General | False |  |  | Includes companies that establishes the purpose of the establishment and development of real estate projects through the establishment of a commercial and residential complexes and tourist facilities with infrastructure development and provide all the ele | يشمل الشركات التي تؤسس بغرض تأسيس وتطوير المشروعات العقارية وذلك من خلال إقامة المجمعات السكنية والتجارية والمرافق السياحية مع تطوير البنية التحتية وتوفير كافة مقومات وتسيهيلات الراحة , كما يشمل طرح تلك المشروعات للبيع وفقا لنظام التملك الحر سواء كانت تلك | Active
5.1.124 | 6499016 | Service Provider | Forfaiting Services | مزود الخدمات | General | False |  |  | Includes firms engaged in purchasing commercial bills and credit documents or other receivables at certain discount by paying cash, thus the forfaiter frees the exporter or the beneficiary from the debt and becomes the entity to whom the importer will pay | يشمل المنشآت التي تقوم بشراء المستندات التجارية ومستندات الإئتمان وسندات القبض المؤجلة السداد والتي تتم من خلالها عمليات الإستيراد والتصدير أو أي عمليات تجارية أخرى، وتشمل قيام المشتري بسداد قيمة تلك المستندات نقدا للمستفيد أو المصدر مقابل خصم معين وبذلك  | Active
28.14 | 6499004 | Management | Real Estate Enterprises Investment, Development, Institution and Management | إدارة | General | False |  |  | Institutions and companies established for the purpose of investing or providing financial investment required to establish a giant real estate project and engaged in real estate, such as real estate development and building complex | يشمل المؤسسات والشركات التي تؤسس   بغرض إستثمار أموالها أو توفير الإستثمارات المالية   اللازمة لتأسيس المشروعات العقارية العملاقة والتي تزاول الأنشطة  العقارية المختلفة مثل التطوير العقاري وبناء المجمعات السكنية الضخمة وماإليها  من مجالات الإستثمار في الم | Active
